ec	substrate	substrate_normalized
1.14.19.59	6-chloro-N-methyl-L-tryptophan	6-chloro-n-methyl-tryptophan
1.14.19.59	6-chloro-N-methyltryptophan	6-chloro-n-methyltryptophan
1.14.19.59	7-chloro-L-tryptophan	7-chloro-tryptophan
1.14.19.59	Br-	br-
1.14.19.59	Cl-	cl-
1.14.19.59	D-tryptophan	tryptophan
1.14.19.59	L-tryptophan	tryptophan
1.14.19.59	N-methyl-L-tryptophan	n-methyl-tryptophan
1.14.19.59	N-methyltryptophan	n-methyltryptophan
1.14.19.59	N-phenylanthranilate	n-phenylanthranilate
1.14.19.59	anthranilamide	anthranilamide
1.14.19.59	anthranilate	anthranilate
1.14.19.59	bromide	bromide
1.14.19.59	chloride	chloride
1.14.19.59	kynurenine	kynurenine
1.14.19.59	serotonin	serotonin
1.14.19.59	tryptamine	tryptamine
1.14.19.6	(10Z)-nonadec-10-enoic acid	(10z)-nonadec-10-enoic acid
1.14.19.6	(10Z,13Z)-nonadeca-10,13-dienoic acid	(10z,13z)-nonadeca-10,13-dienoic acid
1.14.19.6	(9Z)-tetradecenoyl-CoA	(9z)-tetradecenoyl-coa
1.14.19.6	(9Z,12E)-9,12-tetradecadienoyl-CoA	(9z,12e)-9,12-tetradecadienoyl-coa
1.14.19.6	(9Z,12Z)-hexadeca-9,12-dienoic acid	(9z,12z)-hexadeca-9,12-dienoic acid
1.14.19.6	(9Z,12Z)-hexadeca-9,12-dienoyl-CoA	(9z,12z)-hexadeca-9,12-dienoyl-coa
1.14.19.6	(Z)-9-tetradecenoic acid	(z)-9-tetradecenoic acid
1.14.19.6	1-linoleoyl-2-acyl-[glycerolipid]	1-linoleoyl-2-acyl-[glycerolipid]
1.14.19.6	1-oleoyl-2-acyl-[glycerolipid]	1-oleoyl-2-acyl-[glycerolipid]
1.14.19.6	5,8,11,14,17-eicosadecapentaenoyl-CoA	5,8,11,14,17-eicosadecapentaenoyl-coa
1.14.19.6	5,8,11,14-eicosatetraenoyl-CoA	5,8,11,14-eicosatetraenoyl-coa
1.14.19.6	6,9,12,15-octadecatetraenoyl-CoA	6,9,12,15-octadecatetraenoyl-coa
1.14.19.6	6,9,12-octadecatrienoyl-CoA	6,9,12-octadecatrienoyl-coa
1.14.19.6	9,12,15-octadecatrienoyl-CoA	9,12,15-octadecatrienoyl-coa
1.14.19.6	9,12-hexadecadienoyl-CoA	9,12-hexadecadienoyl-coa
1.14.19.6	9,12-octadecadienoyl-CoA	9,12-octadecadienoyl-coa
1.14.19.6	9-hexadecenoyl-CoA	9-hexadecenoyl-coa
1.14.19.6	9-octadecenoyl-CoA	9-octadecenoyl-coa
1.14.19.6	C14:2DELTA9,12	c14:2delta9,12
1.14.19.6	C15:2DELTA9,12	c15:2delta9,12
1.14.19.6	C17:2DELTA9,12	c17:2delta9,12
1.14.19.6	DELTA12-acyl-CoA	delta12-acyl-coa
1.14.19.6	acyl-CoA	acyl-coa
1.14.19.6	alpha-linolenic acid	alpha-linolenic acid
1.14.19.6	cis,cis-11,14-icosadienoic acid	cis,cis-11,14-icosadienoic acid
1.14.19.6	cis,cis-7,10-hexadecadienoic acid	cis,cis-7,10-hexadecadienoic acid
1.14.19.6	cis,cis-9,12-heptadecadienoic acid	cis,cis-9,12-heptadecadienoic acid
1.14.19.6	cis,cis-9,12-hexadecadienoic acid	cis,cis-9,12-hexadecadienoic acid
1.14.19.6	cis,cis-9,12-octadecadienoic acid	cis,cis-9,12-octadecadienoic acid
1.14.19.6	cis-7-hexadecenoic acid	cis-7-hexadecenoic acid
1.14.19.6	cis-9-heptadecenoic acid	cis-9-heptadecenoic acid
1.14.19.6	cis-9-hexadecenoic acid	cis-9-hexadecenoic acid
1.14.19.6	cis-9-icosenoic acid	cis-9-icosenoic acid
1.14.19.6	cis-9-octadecenoic acid	cis-9-octadecenoic acid
1.14.19.6	ferricytochrome b5	ferricytochrome b5
1.14.19.6	ferrocytochrome b5	ferrocytochrome b5
1.14.19.6	heptadecyloleic acid	heptadecyloleic acid
1.14.19.6	linoleic acid	linoleic acid
1.14.19.6	linoleoyl-CoA	linoleoyl-coa
1.14.19.6	myristoleic acid	myristoleic acid
1.14.19.6	octadec-9,11-dienoyl-CoA	octadec-9,11-dienoyl-coa
1.14.19.6	oleic acid	oleic acid
1.14.19.6	oleoyl-CoA	oleoyl-coa
1.14.19.6	oxidized ferredoxin [iron-sulfur] cluster	oxidized ferredoxin [iron-sulfur] cluster
1.14.19.6	palmitoleic acid	palmitoleic acid
1.14.19.6	palmitoleoyl-CoA	palmitoleoyl-coa
1.14.19.6	pentadecyloleic acid	pentadecyloleic acid
1.14.19.6	reduced ferredoxin [iron-sulfur] cluster	reduced ferredoxin [iron-sulfur] cluster
1.14.19.6	stearolic acid	stearolic acid
1.14.19.6	tetradec-9,12-dienoic acid	tetradec-9,12-dienoic acid
1.14.19.6	trans-12-octadecen-9-ynoic acid	trans-12-octadecen-9-ynoic acid
1.14.19.60	6,7-dichloro-L-tryptophan	6,7-dichloro-tryptophan
1.14.19.60	6-chloro-L-tryptophan	6-chloro-tryptophan
1.14.19.60	7-chloro-L-tryptophan	7-chloro-tryptophan
1.14.19.60	Cl-	cl-
1.14.19.60	L-tryptophan	tryptophan
1.14.19.61	dihydrorhizobitoxine	dihydrorhizobitoxine
1.14.19.61	oxidized ferredoxin [iron-sulfur] cluster	oxidized ferredoxin [iron-sulfur] cluster
1.14.19.61	reduced ferredoxin [iron-sulfur] cluster	reduced ferredoxin [iron-sulfur] cluster
1.14.19.61	rhizobitoxine	rhizobitoxine
1.14.19.62	loganin	loganin
1.14.19.62	secologanin	secologanin
1.14.19.63	5-hydroxypseudobaptigenin	5-hydroxypseudobaptigenin
1.14.19.63	Calycosin	calycosin
1.14.19.63	Pratensein	pratensein
1.14.19.63	calycosin	calycosin
1.14.19.63	pratensein	pratensein
1.14.19.63	pseudobaptigenin	pseudobaptigenin
1.14.19.64	(R,S)-cheilanthifoline	(r,s)-cheilanthifoline
1.14.19.64	(R,S)-scoulerine	(r,s)-scoulerine
1.14.19.64	(R,S)-stylopine	(r,s)-stylopine
1.14.19.64	(S)-cheilanthifoline	(s)-cheilanthifoline
1.14.19.64	(S)-coreximine	(s)-coreximine
1.14.19.64	(S)-nandinine	(s)-nandinine
1.14.19.64	(S)-scoulerine	(s)-scoulerine
1.14.19.64	(S)-stylopine	(s)-stylopine
1.14.19.64	(S)-tetrahydroberberine	(s)-tetrahydroberberine
1.14.19.64	(S)-tetrahydrocolumbamine	(s)-tetrahydrocolumbamine
1.14.19.64	nandinine	nandinine
1.14.19.65	(S)-cheilanthifoline	(s)-cheilanthifoline
1.14.19.65	(S)-coreximine	(s)-coreximine
1.14.19.65	(S)-nandinine	(s)-nandinine
1.14.19.65	(S)-scoulerine	(s)-scoulerine
1.14.19.66	(R)-N-methylcoclaurine	(r)-n-methylcoclaurine
1.14.19.66	(R,R)-guattegaumerine	(r,r)-guattegaumerine
1.14.19.66	(R,S)-2'-norberbamunine	(r,s)-2'-norberbamunine
1.14.19.66	(R,S)-berbamunine	(r,s)-berbamunine
1.14.19.66	(S)-N-methylcoclaurine	(s)-n-methylcoclaurine
1.14.19.66	(S)-coclaurine	(s)-coclaurine
1.14.19.66	berbamunine	berbamunine
1.14.19.66	guattegaumerine	guattegaumerine
1.14.19.67	(R)-norreticuline	(r)-norreticuline
1.14.19.67	(R)-reticuline	(r)-reticuline
1.14.19.67	(R/S)-orientaline	(r/s)-orientaline
1.14.19.67	norsalutaridine	norsalutaridine
1.14.19.67	salutaridine	salutaridine
1.14.19.68	(S)-canadine	(s)-canadine
1.14.19.68	(S)-tetrahydrocolumbamine	(s)-tetrahydrocolumbamine
1.14.19.68	H2O  |#2# (S)-canadine is identical with (S)-tetrahydroberberine | <2,3,5,6>	h2o |#2# (s)-canadine is identical with (s)-tetrahydroberberine | <2,3,5,6>
1.14.19.68	H2O  |#2# (S)-canadine is identical with (S)-tetrahydroberberine | <2,3,6>	h2o |#2# (s)-canadine is identical with (s)-tetrahydroberberine | <2,3,6>
1.14.19.69	1,6-dihydroxynaphthalene	1,6-dihydroxynaphthalene
1.14.19.69	1-naphthyl acetate	1-naphthyl acetate
1.14.19.69	2,3-dihydroxynaphthalene	2,3-dihydroxynaphthalene
1.14.19.69	2,6-dimethoxyphenol	2,6-dimethoxyphenol
1.14.19.69	2-hydroxy-1,4-naphthoquinone	2-hydroxy-1,4-naphthoquinone
1.14.19.69	2-naphtyl acetate	2-naphtyl acetate
1.14.19.69	3,3'-biflaviolin	3,3'-biflaviolin
1.14.19.69	3,5-dihydroxynaphthalene-2-carboxylic acid	3,5-dihydroxynaphthalene-2-carboxylic acid
1.14.19.69	3,8'-biflaviolin	3,8'-biflaviolin
1.14.19.69	H2O | about 70fold lower activity than with flaviolin |	h2o | about 70fold lower activity than with flaviolin |
1.14.19.69	flaviolin	flaviolin
1.14.19.69	oxidized ferredoxin [iron-sulfur] cluster	oxidized ferredoxin [iron-sulfur] cluster
1.14.19.69	reduced ferredoxin [iron-sulfur] cluster	reduced ferredoxin [iron-sulfur] cluster
1.14.19.70	(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazin-2-one	(3s,6s)-3,6-bis(4-hydroxybenzyl)piperazin-2-one
1.14.19.70	cyclo(3,5-diiodo-L-tyrosyl-L-tyrosyl)	cyclo(3,5-diiodo-tyrosyl-tyrosyl)
1.14.19.70	cyclo(3-iodo-L-tyrosyl-3-iodo-L-tyrosyl)	cyclo(3-iodo-tyrosyl-3-iodo-tyrosyl)
1.14.19.70	cyclo(4-fluoro-L-phenylalanyl-4-fluoro-L-phenylalanyl)	cyclo(4-fluoro-phenylalanyl-4-fluoro-phenylalanyl)
1.14.19.70	cyclo(4-iodo-L-phenylalanyl-4-iodo-L-phenylalanyl)	cyclo(4-iodo-phenylalanyl-4-iodo-phenylalanyl)
1.14.19.70	cyclo(L-phenylalanyl-L-phenylalanyl)	cyclo(phenylalanyl-phenylalanyl)
1.14.19.70	cyclo(L-phenylalanyl-L-tyrosyl)	cyclo(phenylalanyl-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl(OMe)-L-tyrosyl(OMe))	cyclo(tyrosyl(ome)-tyrosyl(ome))
1.14.19.70	cyclo(L-tyrosyl(OMe)-L-tyrosyl)	cyclo(tyrosyl(ome)-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-2,6-dimethyl-L-tyrosyl)	cyclo(tyrosyl-2,6-dimethyl-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-2-methyl-L-tyrosyl)	cyclo(tyrosyl-2-methyl-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-3,5-dimethyl-L-tyrosyl)	cyclo(tyrosyl-3,5-dimethyl-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-3-bromo-L-tyrosyl)	cyclo(tyrosyl-3-bromo-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-3-chloro-L-tyrosyl)	cyclo(tyrosyl-3-chloro-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-3-fluoro-L-tyrosyl)	cyclo(tyrosyl-3-fluoro-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-3-iodo-L-tyrosyl)	cyclo(tyrosyl-3-iodo-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-3-methyl-L-tyrosyl)	cyclo(tyrosyl-3-methyl-tyrosyl)
1.14.19.70	cyclo(L-tyrosyl-L-phenylalanyl)	cyclo(tyrosyl-phenylalanyl)
1.14.19.70	cyclo(L-tyrosyl-L-phenylalanyl-4-OMe)	cyclo(tyrosyl-phenylalanyl-4-ome)
1.14.19.70	cyclo(L-tyrosyl-L-tryptophanyl)	cyclo(tyrosyl-tryptophanyl)
1.14.19.70	cyclo(L-tyrosyl-L-tyrosyl)	cyclo(tyrosyl-tyrosyl)
1.14.19.70	cyclo-(L-tyrosyl-DOPA)	cyclo-(tyrosyl-dopa)
1.14.19.70	formaldehyde	formaldehyde
1.14.19.70	mycocyclosin	mycocyclosin
1.14.19.70	oxidized ferredoxin [iron-sulfur] cluster	oxidized ferredoxin [iron-sulfur] cluster
1.14.19.70	reduced ferredoxin [iron-sulfur] cluster	reduced ferredoxin [iron-sulfur] cluster
1.14.19.71	demethoxyfumitremorgin C	demethoxyfumitremorgin c
1.14.19.71	fumitremorgin C	fumitremorgin c
1.14.19.71	tryprostatin A	tryprostatin a
1.14.19.71	tryprostatin B	tryprostatin b
1.14.19.72	(+/-)-matairesinol	(+/-)-matairesinol
1.14.19.72	(-)-matairesinol	(-)-matairesinol
1.14.19.72	(-)-pluviatolide	(-)-pluviatolide
1.14.19.72	H2O  | product identification and quantification by 1H, 13C, and 13C,1H heteronuclear single quantum coherence NMR spectroscopic analyses |	h2o | product identification and quantification by 1h, 13c, and 13c,1h heteronuclear single quantum coherence nmr spectroscopic analyses |
1.14.19.73	(R,S)-cheilanthifoline	(r,s)-cheilanthifoline
1.14.19.73	(R,S)-stylopine	(r,s)-stylopine
1.14.19.73	(S)-nandinine	(s)-nandinine
1.14.19.73	(S)-scoulerine	(s)-scoulerine
1.14.19.73	(S)-tetrahydroberberine	(s)-tetrahydroberberine
1.14.19.73	(S)-tetrahydrocolumbamine	(s)-tetrahydrocolumbamine
1.14.19.73	H2O | enzyme does not catalyze the methylenedioxy bridge-formation in ring D of scoulerine but strictly recognizes ring A of the substrate |	h2o | enzyme does not catalyze the methylenedioxy bridge-formation in ring d of scoulerine but strictly recognizes ring a of the substrate |
1.14.19.73	stylopine	stylopine
1.14.19.74	(+)-pinoresinol	(+)-pinoresinol
1.14.19.74	(+)-piperitol	(+)-piperitol
1.14.19.74	(+)-sesamin	(+)-sesamin
1.14.19.75	1-[(15Z)-tetracos-15-enoyl]-2-acyl-[phosphoglycerolipid]	1-[(15z)-tetracos-15-enoyl]-2-acyl-[phosphoglycerolipid]
1.14.19.75	1-[(17Z)-hexacos-17-enoyl]-2-acyl-[phosphoglycerolipid]	1-[(17z)-hexacos-17-enoyl]-2-acyl-[phosphoglycerolipid]
1.14.19.75	1-hexacosanoyl-2-acyl-[phosphoglycerolipid]	1-hexacosanoyl-2-acyl-[phosphoglycerolipid]
1.14.19.75	1-tetracosanoyl-2-acyl-[phosphoglycerolipid]	1-tetracosanoyl-2-acyl-[phosphoglycerolipid]
1.14.19.75	ferricytochrome b5	ferricytochrome b5
1.14.19.75	ferrocytochrome b5	ferrocytochrome b5
1.14.19.76	7,4'-dihydroxyflavone	7,4'-dihydroxyflavone
1.14.19.76	a flavanone	a flavanone
1.14.19.76	a flavone	a flavone
1.14.19.76	acacetin	acacetin
1.14.19.76	apigenin	apigenin
1.14.19.76	eriodictyol	eriodictyol
1.14.19.76	isosakuranetin	isosakuranetin
1.14.19.76	liquiritigenin	liquiritigenin
1.14.19.76	luteolin	luteolin
1.14.19.76	naringenin	naringenin
1.14.19.77	1-O-(1'Z)-pyrenedecenyl-2-acyl-sn-glycero-3-phosphoethanolamine	1-o-(1'z)-pyrenedecenyl-2-acyl-sn-glycero-3-phosphoethanolamine
1.14.19.77	1-O-pyrenedecyl-2-acyl-sn-glycero-3-phosphoethanolamine	1-o-pyrenedecyl-2-acyl-sn-glycero-3-phosphoethanolamine
1.14.19.77	1-O-pyrenedecyl-sn-glycero-3-phosphoethanolamine	1-o-pyrenedecyl-sn-glycero-3-phosphoethanolamine
1.14.19.77	1-hexadecyl-2-acyl glycero-3-phosphoethanolamine	1-hexadecyl-2-acyl glycero-3-phosphoethanolamine
1.14.19.77	AH2	ah2
1.14.19.77	H2O  | i.e. plasmenylethanolamine |	h2o | i.e. plasmenylethanolamine |
1.14.19.77	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	o-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine
1.14.19.77	O-1-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine	o-1-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine
1.14.19.77	O-1-hexadecyl-rac-glycero-3-phosphoethanolamine	o-1-hexadecyl-rac-glycero-3-phosphoethanolamine
1.14.19.77	[1-3H ethanolamine]-1-alkyl-2-lyso-sn-glycero-3-phosphoethanolamine	[1-3h ethanolamine]-1-alkyl-2-lyso-sn-glycero-3-phosphoethanolamine
1.14.19.77	a plasmanylethanolamine	a plasmanylethanolamine
1.14.19.77	a plasmenylethanolamine	a plasmenylethanolamine
1.14.19.77	alkyl ether plasmanylethanolamine	alkyl ether plasmanylethanolamine
1.14.19.77	electron donor	electron donor
1.14.19.77	ferricytochrome b5	ferricytochrome b5
1.14.19.77	ferrocytochrome b5	ferrocytochrome b5
1.14.19.77	iso15:0-O-alkylglycerol-bis-trimethylsilyl ether	iso15:0-o-alkylglycerol-bis-trimethylsilyl ether
1.14.19.77	iso15:0-dimethylacetal	iso15:0-dimethylacetal
1.14.19.77	iso16:0-O-alkylglycerol-bis-trimethylsilyl ether	iso16:0-o-alkylglycerol-bis-trimethylsilyl ether
1.14.19.77	iso16:0-dimethylacetal	iso16:0-dimethylacetal
1.14.19.77	iso18:0-O-alkylglycerol-bis-trimethylsilyl ether	iso18:0-o-alkylglycerol-bis-trimethylsilyl ether
1.14.19.77	iso18:0-dimethylacetal	iso18:0-dimethylacetal
1.14.19.77	iso18:1-O-alkylglycerol-bis-trimethylsilyl ether	iso18:1-o-alkylglycerol-bis-trimethylsilyl ether
1.14.19.77	iso18:1-dimethylacetal	iso18:1-dimethylacetal
1.14.19.77	oxidized cytochrome b5	oxidized cytochrome b5
1.14.19.77	oxidized electron donor	oxidized electron donor
1.14.19.77	plasmanylethanolamine	plasmanylethanolamine
1.14.19.77	plasmenylethanolamine	plasmenylethanolamine
1.14.19.77	reduced cytochrome b5	reduced cytochrome b5
1.14.19.77	vinyl ether phosphatidylethanolamine	vinyl ether phosphatidylethanolamine
1.14.19.78	dec-9-enoyl-[acyl-carrier protein]	dec-9-enoyl-[acyl-carrier protein]
1.14.19.78	dec-9-ynoyl-[acyl-carrier protein]	dec-9-ynoyl-[acyl-carrier protein]
1.14.19.78	decanoyl-[acyl-carrier protein]	decanoyl-[acyl-carrier protein]
1.14.19.78	oxidized ferredoxin [iron-sulfur] cluster	oxidized ferredoxin [iron-sulfur] cluster
1.14.19.78	reduced ferredoxin [iron-sulfur] cluster	reduced ferredoxin [iron-sulfur] cluster
1.14.19.79	(22R,23R)-22,23-dihydroxycampest-4-en-3-one	(22r,23r)-22,23-dihydroxycampest-4-en-3-one
1.14.19.79	(22R,23R)-22,23-dihydroxycampesterol	(22r,23r)-22,23-dihydroxycampesterol
1.14.19.79	(22S)-22-hydroxy-5alpha-campestan-3-one	(22s)-22-hydroxy-5alpha-campestan-3-one
1.14.19.79	(22S)-22-hydroxycampest-4-en-3-one	(22s)-22-hydroxycampest-4-en-3-one
1.14.19.79	(22S)-22-hydroxycampesterol	(22s)-22-hydroxycampesterol
1.14.19.79	3-dehydro-6-deoxoteasterone	3-dehydro-6-deoxoteasterone
1.14.19.79	6-deoxocathasterone	6-deoxocathasterone
1.14.19.79	6-deoxoteasterone	6-deoxoteasterone
1.14.19.8	oxidized ferredoxin	oxidized ferredoxin
1.14.19.8	pentalenolactone	pentalenolactone
1.14.19.8	pentalenolactone F	pentalenolactone f
1.14.19.8	reduced ferredoxin	reduced ferredoxin
1.14.19.80	(19E)-geissoschizine	(19e)-geissoschizine
1.14.19.80	17-dehydropreakuammicine	17-dehydropreakuammicine
1.14.19.80	17-dehydropreakuammicine hydrate	17-dehydropreakuammicine hydrate
1.14.19.80	3,17-didehydrostemmadenine	3,17-didehydrostemmadenine
1.14.19.80	akuammicine	akuammicine
1.14.19.80	formate	formate
1.14.19.81	(19E)-geissoschizine	(19e)-geissoschizine
1.14.19.81	polyneuridine aldehyde	polyneuridine aldehyde
1.14.19.81	strictosidine	strictosidine
1.14.19.9	(25R)-3beta-hydroxycholest-5-en-27-oate	(25r)-3beta-hydroxycholest-5-en-27-oate
1.14.19.9	5-amino-L-tryptophan	5-amino-tryptophan
1.14.19.9	5-bromo-L-tryptophan	5-bromo-tryptophan
1.14.19.9	5-fluoro-L-tryptophan	5-fluoro-tryptophan
1.14.19.9	5-hydroxy-L-tryptophan	5-hydroxy-tryptophan
1.14.19.9	5-methyl-L-tryptophan	5-methyl-tryptophan
1.14.19.9	6,7-dichloro-L-tryptophan	6,7-dichloro-tryptophan
1.14.19.9	6-chloro-L-tryptophan	6-chloro-tryptophan
1.14.19.9	7-bromo-D-tryptophan	7-bromo-tryptophan
1.14.19.9	7-bromo-L-tryptophan	7-bromo-tryptophan
1.14.19.9	7-chloro-5-amino-L-tryptophan	7-chloro-5-amino-tryptophan
1.14.19.9	7-chloro-5-bromo-L-tryptophan	7-chloro-5-bromo-tryptophan
1.14.19.9	7-chloro-5-fluoro-L-tryptophan	7-chloro-5-fluoro-tryptophan
1.14.19.9	7-chloro-5-hydroxy-L-tryptophan	7-chloro-5-hydroxy-tryptophan
1.14.19.9	7-chloro-5-methyl-L-tryptophan	7-chloro-5-methyl-tryptophan
1.14.19.9	7-chloro-L-tryptamine	7-chloro-tryptamine
1.14.19.9	7-chloro-L-tryptophan	7-chloro-tryptophan
1.14.19.9	7-chloro-tryptophan	7-chloro-tryptophan
1.14.19.9	7-chlorotryptophan	7-chlorotryptophan
1.14.19.9	Br-	br-
1.14.19.9	Cl-	cl-
1.14.19.9	D-tryptophan	tryptophan
1.14.19.9	H2O  |#3# identity of product is confirmed by ESI-MS and 1H-NMR | <2,4,8,11,12>	h2o |#3# identity of product is confirmed by esi-ms and 1h-nmr | <2,4,8,11,12>
1.14.19.9	H2O | identity of product is confirmed by ESI-MS and 1H-NMR. Reaction is selective for the 7-position. Brominating activity is about 75% of chlorinating activity | <4,12>	h2o | identity of product is confirmed by esi-ms and 1h-nmr. reaction is selective for the 7-position. brominating activity is about 75% of chlorinating activity | <4,12>
1.14.19.9	L-tryptophan	tryptophan
1.14.19.9	bromide	bromide
1.14.19.9	chloride	chloride
1.14.19.9	tryptamine	tryptamine
1.14.19.9	tryptophan	tryptophan
1.14.20.1	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(thiophen-2-ylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	(2s,5r,6r)-3,3-dimethyl-7-oxo-6-[(thiophen-2-ylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid
1.14.20.1	(6R,7R)-3-methyl-8-oxo-7-[(thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	(6r,7r)-3-methyl-8-oxo-7-[(thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
1.14.20.1	2-oxo-4-methyl-pentanoic acid	2-oxo-4-methyl-pentanoic acid
1.14.20.1	2-oxo-4-methylpentanoate	2-oxo-4-methylpentanoate
1.14.20.1	2-oxoglutarate	2-oxoglutarate
1.14.20.1	2-oxohexanoate	2-oxohexanoate
1.14.20.1	2-oxohexanoic acid	2-oxohexanoic acid
1.14.20.1	3-exomethylenecephalosporin C	3-exomethylenecephalosporin c
1.14.20.1	3-methylbutanoate	3-methylbutanoate
1.14.20.1	6-alpha-methylpenicillin N	6-alpha-methylpenicillin n
1.14.20.1	6-aminopenicillanic acid	6-aminopenicillanic acid
1.14.20.1	7-((3E)-hex-3-enoyl)aminocephalosporanic acid	7-((3e)-hex-3-enoyl)aminocephalosporanic acid
1.14.20.1	7-[(3-hydroxyphenyl)acetyl]aminocephalosporanic acid	7-[(3-hydroxyphenyl)acetyl]aminocephalosporanic acid
1.14.20.1	7-[(4-hydroxyphenyl)acetyl]aminocephalosporanic acid	7-[(4-hydroxyphenyl)acetyl]aminocephalosporanic acid
1.14.20.1	7-acetylaminodesacetoxycephalosporanic acid	7-acetylaminodesacetoxycephalosporanic acid
1.14.20.1	7-adipylaminodesacetoxycephalosporanic acid	7-adipylaminodesacetoxycephalosporanic acid
1.14.20.1	7-aminodeacetoxycephalosporanic acid	7-aminodeacetoxycephalosporanic acid
1.14.20.1	7-butyrylaminocephalosporanic acid	7-butyrylaminocephalosporanic acid
1.14.20.1	7-decanoylaminodesacetoxycephalosporanic acid	7-decanoylaminodesacetoxycephalosporanic acid
1.14.20.1	7-heptanoylaminodesacetoxycephalosporanic acid	7-heptanoylaminodesacetoxycephalosporanic acid
1.14.20.1	7-hexanoylaminodesacetoxycephalosporanic acid	7-hexanoylaminodesacetoxycephalosporanic acid
1.14.20.1	7-phenylacetylaminocephalosporanate	7-phenylacetylaminocephalosporanate
1.14.20.1	7-phenylacetylaminocephalosporanic acid	7-phenylacetylaminocephalosporanic acid
1.14.20.1	D-carboxymethylcysteinyl-6-aminopenicillanic acid	carboxymethylcysteinyl-6-aminopenicillanic acid
1.14.20.1	H2O  |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | <5,8,19,20,21,28,34,36,37,42>	h2o |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | <5,8,19,20,21,28,34,36,37,42>
1.14.20.1	H2O  |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | {ir} <5,8,19,20,21,28,34,36,37,42>	h2o |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | {ir} <5,8,19,20,21,28,34,36,37,42>
1.14.20.1	H2O |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | <19,28,42>	h2o |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | <19,28,42>
1.14.20.1	H2O |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | {ir} <19,28,42>	h2o |#4# product is the precursor of 7-aminodeacetoxycephalosporanic acid, which is used in industrial applications | {ir} <19,28,42>
1.14.20.1	N-((thiophen-2-yl)acetyl)-6-aminopenicillanic acid	n-((thiophen-2-yl)acetyl)-6-aminopenicillanic acid
1.14.20.1	N-[(5R,6R)-3,3-dimethyl-2,7-dioxo-4-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-(thiophen-2-yl)acetamide	n-[(5r,6r)-3,3-dimethyl-2,7-dioxo-4-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-(thiophen-2-yl)acetamide
1.14.20.1	N-acetyl-6-aminopenicillanic acid	n-acetyl-6-aminopenicillanic acid
1.14.20.1	N-acetyldeacetoxycephalosporin C	n-acetyldeacetoxycephalosporin c
1.14.20.1	N-adipyl-6-aminopenicillanic acid	n-adipyl-6-aminopenicillanic acid
1.14.20.1	N-adipyldeacetoxycephalosporin C	n-adipyldeacetoxycephalosporin c
1.14.20.1	N-butyryl-6-aminopenicillanic acid	n-butyryl-6-aminopenicillanic acid
1.14.20.1	N-butyryldeacetoxycephalosporin C	n-butyryldeacetoxycephalosporin c
1.14.20.1	N-decanoyl-6-aminopenicillanic acid	n-decanoyl-6-aminopenicillanic acid
1.14.20.1	N-decanoyldeacetoxycephalosporin C	n-decanoyldeacetoxycephalosporin c
1.14.20.1	N-heptanoyl-6-aminopenicillanic acid	n-heptanoyl-6-aminopenicillanic acid
1.14.20.1	N-heptanoyldeacetoxycephalosporin C	n-heptanoyldeacetoxycephalosporin c
1.14.20.1	N-hexanoyl-6-aminopenicillanic acid	n-hexanoyl-6-aminopenicillanic acid
1.14.20.1	N-hexanoyldeacetoxycephalosporin C	n-hexanoyldeacetoxycephalosporin c
1.14.20.1	N-nonanoyl-6-aminopenicillanic acid	n-nonanoyl-6-aminopenicillanic acid
1.14.20.1	N-nonanoyldeacetoxycephalosporin C	n-nonanoyldeacetoxycephalosporin c
