id,name,unit_name,source
96359,F004004,MG,AFCD Release 3 - Nutrient profiles.xlsx
96360,F004006,MG,AFCD Release 3 - Nutrient profiles.xlsx
96361,F004007,MG,AFCD Release 3 - Nutrient profiles.xlsx
96362,F004008,MG,AFCD Release 3 - Nutrient profiles.xlsx
96363,F004009,MG,AFCD Release 3 - Nutrient profiles.xlsx
96364,F004013,MG,AFCD Release 3 - Nutrient profiles.xlsx
96365,F004014,MG,AFCD Release 3 - Nutrient profiles.xlsx
96366,F004015,MG,AFCD Release 3 - Nutrient profiles.xlsx
96367,F004099,MG,AFCD Release 3 - Nutrient profiles.xlsx
96368,F004101,MG,AFCD Release 3 - Nutrient profiles.xlsx
96369,F004102,MG,AFCD Release 3 - Nutrient profiles.xlsx
96370,F004114,MG,AFCD Release 3 - Nutrient profiles.xlsx
96371,F004141,MG,AFCD Release 3 - Nutrient profiles.xlsx
96372,F004142,MG,AFCD Release 3 - Nutrient profiles.xlsx
96373,F004143,MG,AFCD Release 3 - Nutrient profiles.xlsx
96374,F004196,MG,AFCD Release 3 - Nutrient profiles.xlsx
96375,F004205,MG,AFCD Release 3 - Nutrient profiles.xlsx
96376,F004210,MG,AFCD Release 3 - Nutrient profiles.xlsx
96377,F004219,MG,AFCD Release 3 - Nutrient profiles.xlsx
96378,F004220,MG,AFCD Release 3 - Nutrient profiles.xlsx
96379,F004229,MG,AFCD Release 3 - Nutrient profiles.xlsx
96380,F004230,MG,AFCD Release 3 - Nutrient profiles.xlsx
96381,F004232,MG,AFCD Release 3 - Nutrient profiles.xlsx
96382,F004233,MG,AFCD Release 3 - Nutrient profiles.xlsx
96383,F004234,MG,AFCD Release 3 - Nutrient profiles.xlsx
96384,F004235,MG,AFCD Release 3 - Nutrient profiles.xlsx
96385,F004236,MG,AFCD Release 3 - Nutrient profiles.xlsx
96386,F004237,MG,AFCD Release 3 - Nutrient profiles.xlsx
96387,F004238,MG,AFCD Release 3 - Nutrient profiles.xlsx
96388,F004239,MG,AFCD Release 3 - Nutrient profiles.xlsx
96389,F004240,MG,AFCD Release 3 - Nutrient profiles.xlsx
96390,F004241,MG,AFCD Release 3 - Nutrient profiles.xlsx
96391,F004242,MG,AFCD Release 3 - Nutrient profiles.xlsx
96392,F004243,MG,AFCD Release 3 - Nutrient profiles.xlsx
96393,F004244,MG,AFCD Release 3 - Nutrient profiles.xlsx
96394,F004253,MG,AFCD Release 3 - Nutrient profiles.xlsx
96395,F004254,MG,AFCD Release 3 - Nutrient profiles.xlsx
96396,F004256,MG,AFCD Release 3 - Nutrient profiles.xlsx
96397,F004259,MG,AFCD Release 3 - Nutrient profiles.xlsx
96398,F004260,MG,AFCD Release 3 - Nutrient profiles.xlsx
96399,F004261,MG,AFCD Release 3 - Nutrient profiles.xlsx
96400,F004262,MG,AFCD Release 3 - Nutrient profiles.xlsx
96401,F004263,MG,AFCD Release 3 - Nutrient profiles.xlsx
96402,F004265,MG,AFCD Release 3 - Nutrient profiles.xlsx
96403,F004286,MG,AFCD Release 3 - Nutrient profiles.xlsx
96404,F004358,MG,AFCD Release 3 - Nutrient profiles.xlsx
96405,F004362,MG,AFCD Release 3 - Nutrient profiles.xlsx
96406,F004380,MG,AFCD Release 3 - Nutrient profiles.xlsx
96407,F004389,MG,AFCD Release 3 - Nutrient profiles.xlsx
96408,F004415,MG,AFCD Release 3 - Nutrient profiles.xlsx
